comment,rating
good,5
bug lu ilangin sana,1
bagus👍,5
seru banget pelisss tambah fitur baruu,5
"Hampir tiap hari update terus,entah memperbaiki apa padahal gitu² aja gak ada perubahan sama sekali.",1
this so cute,5
berguna,4
menyenang kan!,5
"fitur tambahkan catatan sudah dihapus, padahal fiturnya bagus buat ngasih tahu orang kalau yang kita lihat itu bagus",1
Ok,5
well,5
Apk nya gk enak,5
Josss,5
keren,5
keren,5
sangat bagus,5
good,5
baik,5
baik dan sangat fleksibel,5
sangat membantu dalam pemasaran produk,5
bagus,5
Cool even more,5
mNtap,4
sangat menyenangkan,5
smoga makin keren ig fitur2 dan efeknya,5
"Tolong jangan hapus foto foto di arsipan , gua sengaja post di ig biar bisa gua liat kembali tanpa menghabiskan penyimpanan, malah mau dihapus, pliss ig pliss🙏🙏🙏",5
lumayan menghibur,5
sangat bagus,5
Menarik,4
tidak bisa memakai fitur terbaru,5
mantap👍👍,5
b aja,4
sangat gabus,5
mantap keren,5
ta' tao carana ngangghuy,3
oke,5
"makin di perbarui makin aneh nyesel di update, upgrade mulu tapi tidak ada inovasi baru payah !!",3
good,5
bagus,5
Mengecewakan,5
bgus bet uy,5
karna biasa aja,3
baguus,5
bagussss bangettt,5
coba dong tolong fitur hapus musik di postingan ig di adain. masa iya hrs posting ulang lagi cm grgr mau hapus musiknya doang,3
Patut untuk dipertimbangkan. 😁,5
good app,4
kembalikan feed persegi,1
"bintang 1 dulu yahh, klo followers saya nambah baru bintang 6",5
"menjadi back paker di bandung i love music IM a writer singer,solo guitar and book i love and i Miss my generation i love islam",5
Cukup bagus,4
"IG AJG,PAS KETEMU REELS BAGUS DAN MAU LIAT CAPTION MALAH JADI ""REEL INI TIDAK TERSEDIA"" APLIKASI SAMPAH SEMAKIN UPDATE SEMAKIN RUSAK",1
baguss banget pokoknya,5
bagus,5
sgt bgus,5
bagus,5
saya beri 1 bintang,1
masa kaga bisa daftar si😓,1
sejauh ini semua oke,5
menurut ku dah bagus sih,5
"semuanya udh bagus, tapi fitur speed up di reel itu bener² ga guna",4
"saya berharap agar semua yang saya posting berkenan, bisa dinikmati dan bisa menghasilkan dolar, agar saya bisa lebih semangat lagi , terimakasih",5
"akun instagram saya tiba-tba ditangguhkan pihak instagram, padahal saya merasa tidak melanggar aturan apapun itu. Tolong ditinjau kembali",2
tolong saya mau login ig tapi harus verifikasi no dlu sedang kan saya udah ganti kartu gimana saya mau login,2
mantap,5
love IG,5
aku sangat suka aplikasi ini,4
ok,5
sangat bagus buat kita semua,5
cukup bagus,4
sukaaa,5
"terimakasih sudah menemani saya sampai detik ini, saya mendapatkan banyak manfaat dari aplikasi Instagram",5
IG adalah media layanan yang terpenting,5
tolong Ig ku gabisa kasih love melayang sudah diupdate beberapa kali,3
bosok,1
update terus tapi gatau apa yang di update,2
idk,5
sebelumnya terima kasih banyak ig udah ngeluarin fitur hd. tapi kali ini gw mau protes soal setiap mau upload video/foto kalo udah scroll jauh tu suka mulai lagi dari atas.. menurut gua itu pr banget sumpahh. come on balikin ig yang lama gaperlu scroll scroll dari atas lagi pr banget sumpa..,1
lebih tingkat kan lagi keamanan nya dan pitur pitur tebaik nya,5
sekarang banyak bug seperti saya tdk bisa melihat profil dan saya tidak bisa meng add seseorang di bio saya,1
kpn klo live filternya g ada,2
"aku mengalami 3 masalah, salah satunya adalah 1. Durasi instagram story terlalu singkat 2. kadang tidak bisa memuat gif/memuat gif terlalu lama padahal sinyalnya bagus 3. terkadang tidak bisa like reels tolong perbaiki",3
bagussss,5
apa kah ini sngt membuat k Ter luaka,1
belum pernah mengikuti caranya,1
👍👍👍👍,5
please bolehin saya live IG yaaaa,5
suka bgt,5
Saya Suka Banget Sama Aplikasi Telegram 😍 Terima kasih 😍😎,5
orang meta ini kerja ngga sih,3
"aplikasinya tiba-tiba pindah sendiri, tiba-tiba hilang. tolong bisa segera diperbaiki....",3
suka ke log ut sendiri aneh gw mah,3
bagus,5
Jos,5
bagus untuk mengembangkan konten,4
bagus ya bagus si cuma repot banget njir,3
memotifassi,5
gak bisa mengikuti orang karena pembatasan aktivitas yang sering dilakukan tolong di hapus aja gini gak asik tau,1
luar biasa,5
notif dm ada. tapi gbs d bukaa,2
❤️,5
"Entah bug atau kenapa, kamera tiba-tiba gamau dipake, tiap ngesave video kagak kesave lagi, tetiba ngirim pesan delay parah padahal make apk lain lancar aja..herannn",1
im can't get code to login,1
"untuk musik di bagian profile kadang muncul kadang hilang !!!! , dan sbagian juga musik di post photo hilang ...",1
dri dulu main sosmed paling suka maen instagram,5
mohon agar saya bisa siaran langsung,5
mantap,5
kurang,5
"ada beberapa Bug, Mention username di IGS terkadang tidak masuk notifikasi/DM-nya",3
Good,5
bagaimana cara mendapatkan gaji dari instagram,5
kenapa sudah seharian lebih preferensi konten saya kembali jadi default,1
bagusss dann jugaa seruq,4
bagus banget,5
ok,5
Bagusssssssss,5
baik,2
ok,5
mantap lah pokok nya,5
makin josss,5
Hari hari ngebug,3
sangat membantu,5
kualitas tambah hebat,3
bagus,4
baik,3
kerja bagus,5
bagus...baru kenal,5
tb' nge ban,1
"tambahkan opsi hapus untuk orang lain dipesan, ketika mengomentari story instagram orang lain",5
menurut saya sih bagus baguss,5
"knp tiba² akun saya tidak bisa saya pakai padahal saya tidak pernah buat kesalahan,nama akun saya tiger_ghost01",2
"fitur ctatan postingan knapa di ilangin weee, balikin lagi lahh🫵🤬🤬",3
bisa aja,5
nice,5
good,5
Algoritmanya kenapa jadi aneeehhhhh 😮‍💨,1
Bagus,5
aplikasi terbaik,5
Yoman,5
mantappppppppp,5
bagus,5
saya baru ini mau mencobaaplikasi ini.,3
"kenapa ig ku gak bisa muat beranda,tulisannya",5
Good,5
very good,5
"top,fitur catatan hilang",4
bagus,4
bikin nagih,5
ko akun ku di notifikasi aja si,1
kenapa setelah diinstall apk tidak bisa dibuka ?,3
ok,5
puas,5
jos jis pak🙌,5
good,5
sangat memuaskan.,5
banyak kendala,1
ini gmna sih kok audio nya banyak tidak tersedia,1
mantabzzzz,5
mantap,5
26/04/20 Suka keluar sendiri suu 24/04/25 saya kembali ahahahaa,3
sering banget terjadi saat lagi foto trus langsung di simpan ke draf biar ada yang bagus buat di lihat nantinya giliran mau di simpan sering kehilangan foto yang berada dalam draf ig tolong buatkan pulihan untuk draf yang hilang🙏,5
love instagram,5
arsip ngeblur semuaa,1
mantep,5
bagus,4
"heh Instagram, lu dari pada bikin fitur aneh aneh, mending tambahin fitur bisa edit musik di postingan, kek bisa milih ngulang gitu.",3
mantap,5
mantap min,5
kembalikan save foto,1
sejauh ini ok,4
baik ngasih sya centag biru,5
kenapa ya kok ig sekarang tulisan komen / jumlah komenan itu ga keliatan padahal kan itu perlu banget untuk melihat berapa orang yang berkomentar di postingan/reals. kalo bisa di perbaiki lagi minn biar ga susah lagi,4
masalahnya reel ku ga pernah fyp,5
apk sangat baguss,5
puasss sekalai,5
mantap,5
👍👍👍👍👍,5
tetimagaci,5
Mantappppp,5
sangat baik,5
"apk gaje ngebug mulu, mau masukin akun lagi gabisa aplikasi gajee bintang satuu min, minimal benerin lah bugnya apk jmt",1
apk terbaik dan bisa membantu mempromosikan account saya tapi... tolong bantu di buka don benet nya min saya tidak akan melanggar aturan lagi 😁,5
ᴇᴋᴀ ᴘᴜᴛʀᴀ ʀᴀᴍᴀᴅᴀɴɪ,2
👍🏻🤟🏻👍🏻🤟🏻👍🏻🤟🏻👍🏻🤟🏻👍🏻,5
Eating huge ram and storage but nothing special feature that will worth with that,1
ok,5
bagus tidak pernah berubah,5
keren,5
Semoga akun ku aman,5
kenapa note reels di hapus?,1
"Ig nya selalu minta pembaruan terus,setiap ku perbarui ehh tau²nya bentar lagi minta pembaruan apk,Tapi Tidak ada perubahan Fitur sama sekali ini gimana ya?!!! ini IG bulak balik diperbarui baru aja diperbarui lagi lagi update bulak balik terus",1
suka kali,5
sukaa,5
terima kasih atas informasinya Instagram saya senang sekali karena di Instagram mempunyai banyak teman 🤩🤩🤩,5
bagus banget apk nyaa tapi reels nya banyak adegan dewasa,5
Maaf... Instagram saya selalu termuat ulang... Baru buka status teman ehh memuat ulang lagi... Bagaimana yaa mohon di bantu,4
Bagus,5
"lag banget, edit cape cape tiba tiba hilang gitu aja, kecewa!",1
terlalu mantapp polll,5
ga pernah fyp😂,4
"ini kenapa loading untuk buat sorotan nya lama ya, udah aku tunggu tp ttp aja lama. pdhl udah di update 😓",2
bagus guys,5
"saya sudah update ke versi terbaru, tapi saya masih ketinggalan fiturnya, contohnya seperti fitur komentar story",1
aplikasi paling bagus dan menarik,5
gak banget😑,1
bagus,5
baguss sekali,5
kenapa jadi sering ke Ig sendiri ya,1
terbaik,5
aflikasi yang menyenangkan,5
kenapa pas mau buat akun baru malah error??,2
keren lah pokoknya,5
Terima Instagram 👍💪👌🇮🇩,5
saya suka ini... terimakasih 🙏,5
kenapa Instagram saya tidak bisa mengikuti Instagram orang lain dan tulisan nya akun Instagram anda di blokir mohon bantuannya makasih,5
bagus,5
"tambah keren ,banyak menu baru",5
punyaku gak bisa milih gambar/video dari galeri,2
"makin update bukannya nambah bagus, malah makin jelek",1
"TOLONG KEMBALIKAN FILTER LAMA, TOLONG SEKALI 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",5
"tiap di buka aplikasinya selalu keluar padahal jaringannya bagus dan oke² aja kalo buka aplikasi yang lain, dan juga kalo mau masuk Instagram harus di update berulang²kali padahal sudah saya update tapi tetap sama saja, saya kasih bintang lima biar makin semangat memperbaikinya",5
Sangat bagus,5
"bagi aku sii aplikasi ini bgus bgt,bagi kalian yg bosen lihat tiktok atau aplikasi lain wajib ada ini karna ini gak bikin semua org yg bosen ""SELAMAT MENCOBA""",5
maksimalkan,5
senang menggunakan Instagram,5
tolong dikasih untuk edit video nya supaya bisa patah patah,5
good..,5
saya bisa berikan 4 bintang lagi asalkan Instagram yy,1
intinya bagus bagus sangat bagus,5
Mohon maaf Akun saya kok tidak bisa live streaming kenapa yah karena saya tidak pernah membuat pelanggan yg berlaku,1
filternya jelek jelek smuachhh ih,4
sangat membantu,5
Good,5
knp aku gk bisa download instagram? ada bermasalah kh tdi notif ny tulisan ny bermasalah,1
"biar bintang yang berbicara,n minus nya gada yang nge DM aja😭",5
seru,2
banyak bug...,1
siplah,5
good,5
kalau Instagram aku kurang suka karena paling banyak fyp-nya tuh bocil bocil,4
nice,5
yang aku belum updet,4
all good,5
"aplikasi anjj,dikit dikit update",1
WOY BIASANYA KALAU UPDATE SEBULAN SEKALI..INI SEBULAN BERKALI KALI...MALAH SEMUA APLIKASI...ANEH PLAY STORE...NGURAS KUOTA TERUS,1
pembaruan terus tiap hari,3
versi god,1
kenapa pas uda update malah gabisa d bukaaa si? aneh,2
"gak asik ahh kata"" nya bikin sedih",1
tampilannya keren mudah d gunakan,5
🤍,5
Mantaaappppppp bgttttttt,5
always very good,5
menarik,5
bagus,4
saya tidak bisa login ke akun saya kenapa ini!!!!!,1
ntap,5
good,5
terbaik,5
sangat banyak memberi hiburan dan berita,5
OKE,5
"kok makin kesini makin lag ya, pdhl internet ok lho",1
perhatikan lebi jelas aplikasi nya kenapa setiap b story klo belom di update tidak bisa b story?,2
mantap,5
"Instagram makin keren , jangan lupa pakai IG Yach 🤗🤗🤗 .",5
oke,5
Buruk! Semua lagi dibatasi,3
semoga maju trus,5
adain fitur kirim kontak sm serlock,3
Jalan-jalan bersama keluarga,5
terimakasih 🤗 jaringannya luas,5
mantapp,5
"Instagram..kenapa fitur catatan pada video harus dihapus,fitur itu sangat berguna bagi saya tolong kembalikan fitur catatan di video😔",3
Seriuss bangettt...,4
"2/10 setelah mem perfeksi kan fitur2 reelnya (which no one ever ask for) insta lupa untuk memperfeksikan apa yang membuat insta sendiri insta, jujur kritisi saya hanya dua, grid yang ambruk ama hilangnya efek2, maksud gw, gw main ig dan post story ya pastinya cuman nyari filter, dan filter2 dihapus? itu esensi ig bagi gw dan lu hapus???!!!, ridiculous, dan tolong adain fitur cari filter pas fotonya udah jadi!",1
"makasih udh bikin paket saya habis,lupa masih hidup,nganggur ya.😆",5
niceee,5
"kok ga ada fitur zoom, soalnya ada pap yang pengen ku zoom",1
"Bagus sih, tapi tolong sediain fitur yg bisa buat lihat siapa yang ngunjungin profile dan posting ulang",5
gua ga bisa buat akun baru dan akun Fasbock,1
aku suka ya walaupun umur 12 tapi seru ajaaa aku kasih b5 ya,5
aplikasi ampas,1
ok bgt👍👍👍👍👍,5
GABISA VC SAMBIL NONTON REELS!!!!!,1
🫶🫶🫶🫶🇧🇷🇧🇷💙💙🦍🦍🐯🐯🥺🥺,5
bujangg kenapaa klo ss keliatannn sii,1
sukaa baengetty,5
ini sangat bagus,5
sangat bgus,5
Ig ni sering ke hack bahkan akun d tangguh kan🙄,3
"kenapa reels note ig dihapus padahal itu buat kode mas crush, sekarang kode dimana lagi🙃",1
wow,5
bagus,5
bagus,4
sangat bagus,5
naekin engagement la,5
good,5
Tolong perusahaan induk instagram /meta sistem banet nya di tingkat lagi karena bayak di buat untuk promosi situs judiy oline.semoga saranku di dengar oleh perusahaan meta,4
sngt seru klo pake instgram,5
Apk intgram bagus untuk berbisni dan berdagang onlen Dan untuk pergaulan,4
aplikasi ini bagus,5
sangat seru bisa Selfi selfi,5
Bagus banget pokonya mantapp,5
MEMUASKAN.,5
menghibur banyak berita menarik,5
"saat pakai efek musik, sudah disave tp malah menghilang??? knp ya?",1
sangat baik,5
bagus,5
i like it,5
lumayan bagus sii tpi suka nge bug,5
"sangat menarik dan juga seru,tapi kenapa setiap saya buat tren di aplikasi instagram selalu hitam vidio nya muka saya tu jadi gak kelihatan",5
Mantap,5
ingin melihat film,5
yes god,5
terbaik sesuai selera 👍,5
bagus 👍,3
So bed app❤,5
informatif,5
Nice,5
Bagus banget oh ya follow juga ya nama instagram:kirana lagi online ok bye:>assalammualaikum bay,5
"baguss bgtt bisaa fotoo,jdi kaliann waajibb yaa klo mo fotoo ke ig ajaaa bagusss efek² nyaa 🤓🤓❤️❤️",5
Bagus,5
oke,5
"baru semalem tgl 22.04.2025 jam 22.00 wib, update, sekarang tgl 23.04.2025 jam 15:37 udah update lagi aja. apa yang di apdet si?",1
"kena pelanggaran Mulu, padahal banyak yang komentarnya lebih ekstrim dari saya",1
okeeee,5
kenapa banyak iklan judol?,1
org ny ckup ramah,5
baik .sebaiknya instagram menyedian fitur buat jualan,5
"makin lama makin berat untuk ram 3,update mulu tapi tidak ramah",1
saya tidak bisa buat akun,1
toppp,5
Goog,5
sangat bagus👍👍👍,5
"update terbaru foto/video di memori sd card tdk bs terbaca, jd u/ posting cerita/reel dsb foto/video hrs d pindahin dlu k memori perangkat, pdhl sblmnya tdk spt itu. RUWET JINGANN",5
BAGUS BANGET GILA🤭,5
mantap,5
ini kok ig nya gak mau uplood storynya,1
😁,5
bagian explore kenapa jadi konten fotografer luar negeri semua?,1
sangat bagus,5
"ig tolong sediain fitur,akun public tapi kalo mau follow harus izin dulu,biar org bisa liat postingan,tapi ga sembarang org bisa follow&liat story kita 😍",5
apalahhh,1
🔥 Gusion Freestyle is Back 🔥,5
Baik,5
berikan peningkatan pada akun saya supaya jadi konten kreator trimakasih,5
yess good mantaaap,5
sangat bagus,5
gangguan pelanggan cepet teratasi,5
sangat bagus saya suka,5
sangat bagus,5
sangat bagus,5
good 👍,5
"sering gabisa di buat posting, but it's ok",3
luar biasa mantab bagus keren sangat keren,5
baguss,1
lumayan,3
mantap,5
NICEEEEEE🔥🔥🔥🔥,5
trimakasih,5
keren,5
update bukanya lebih baik malah lebihh nemennn tolongg di perbaiki postingan gw lagunya ilang sendiri trus bnyk bug.,2
sangat bagus ..,5
Ini baguss bget woow,5
"kak kenapa saya tidak bisa masuk ke akun, padahal telah saya perbaharui aplikasinya",1
sangat bagus,5
aplikasi keren,5
"aplikasi yang bagus buat saya, sudah lama saya memakai aplikasi ini",5
bagus respect,4
mantap,5
membantu dalam segala hal,5
hebat👍🏻👍🏻👍🏻apk sangat berguna dan bermanfaat,5
sangat baik perkembangkan lagi menjadi lebih baik.,5
sangat bagus,5
suitable for watching funny and interesting videos,5
"Bagus, beemanfaat, simple",5
aplikasi sudah Bagus tapi akun kedua saya story nya tidak bisa di isi komentar,3
syaa betah di Instagram,5
"Hai, Developer terhormat saya berikan 4 Bintang dahulu, Karena saya mengalami akun yang tidak bisa login, Saya sudah mencoba beberapa cara tapi tetap sulit bagi saya untuk kembali login, Hp dahulu rusak sedangkan Akun terpaut login di Hp yang rusak, Jadi sulit bagi saya untuk login, selain itu No handphone yang sudah tidak aktif, Kode cadangan yang lupa tak tersimpan semakin menyulitkan untuk kembali login, Bagaimana cara saya untuk login?, Dapatkan dukungan tetap ada kesalahan, Abaikan ? Why?",4
mantul,5
sangat baik,5
gods luck,5
Sangat bagus untuk berinteraksi,5
aplikasi nyaa bagus cumann musikk nya kandang' hilangg,5
mudah mudahan bermanfaat bagi kita semua.. mantap,4
mantap,5
sangat bagus mantap,4
"sy bisa bikin iklanin jualan sy,, alhmdllh,, semoga usaha"" sy bisa lbh berkembang lagi 🤲",5
cara melihat riwayat panggilan bagaimana ya kak 🙏🙏,5
"maaf ini kenapa Instagram tiba2 gak bisa masuk, terus kenapa ketika masuk Instagram keluar2 sendiri, tolong dong perbaiki 🙏",1
kita pantau untuk 1 tahun ke depan kalo good bintang 5,5
bagus,4
"bagus tapi postingan ku Make sound, beberapa bulan kedepan sound nya hilang bagimana cara mengatasi nya",4
jelek bgt gk tau knp jadi males pake mau bikin story aja jawabannya ada kesalahan terus.di kira nulis² mulu gk capek!!! kalo kaya gini trus lama² akun hapus ni apk.,1
oke,5
mnyenangkan,5
aku kasih bintang 5 karna suka dan meyenangkan,5
nice,5
siiiip,5
sudah beberapakali membuat catatan tapi tidak muncul di orang lain anehh,2
Saya mau donglowt ini,5
mantapp,5
"sangat luar biasa Instagram ini.saya beri bintang 4 karena sangatlah penting bagus buat yang mau edit bahkan musik pun ada,. thanks Instagram 🔥",4
